"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HAI-1 Achievement Threshold","HAI-1 Benchmark","HAI-1 Baseline Rate","HAI-1 Performance Rate","HAI-1 Achievement Points","HAI-1 Improvement Points","HAI-1 Measure Score","HAI-2 Achievement Threshold","HAI-2 Benchmark","HAI-2 Baseline Rate","HAI-2 Performance Rate","HAI-2 Achievement Points","HAI-2 Improvement Points","HAI-2 Measure Score","Combined SSI Measure Score","HAI-3 Achievement Threshold","HAI-3 Benchmark","HAI-3 Baseline Rate","HAI-3 Performance Rate","HAI-3 Achievement Points","HAI-3 Improvement Points","HAI-3 Measure Score","HAI-4 Achievement Threshold","HAI-4 Benchmark","HAI-4 Baseline Rate","HAI-4 Performance Rate","HAI-4 Achievement Points","HAI-4 Improvement Points","HAI-4 Measure Score","HAI-5 Achievement Threshold","HAI-5 Benchmark","HAI-5 Baseline Rate","HAI-5 Performance Rate","HAI-5 Achievement Points","HAI-5 Improvement Points","HAI-5 Measure Score","HAI-6 Achievement Threshold","HAI-6 Benchmark","HAI-6 Baseline Rate","HAI-6 Performance Rate","HAI-6 Achievement Points","HAI-6 Improvement Points","HAI-6 Measure Score"
"2021","140280",TRINITY ROCK ISLAND,"2701 17TH ST",ROCK ISLAND,IL,"61201",Rock Island,"0.687","0.000","1.363","0.498","3 out of 10","6 out of 9","6 out of 10","0.774","0.000","1.977","0.561","3 out of 10","7 out of 9","7 out of 10","1 out of 10","0.754","0.000","1.838","1.486","0 out of 10","1 out of 9","1 out of 10","0.726","0.000",Not Available,"0.765","0 out of 10",Not Available,"0 out of 10","0.763","0.000","1.109","1.003","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.995","0.388","5 out of 10","6 out of 9","6 out of 10"
"2021","140281",NORTHWESTERN MEMORIAL HOSPITAL,"251 E HURON ST",CHICAGO,IL,"60611",Cook,"0.687","0.000","0.692","0.766","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.683","0.589","3 out of 10","1 out of 9","3 out of 10","2 out of 10","0.754","0.000","0.603","0.589","2 out of 10","0 out of 9","2 out of 10","0.726","0.000","0.000","0.810","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.751","1.132","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.859","0.815","0 out of 10","0 out of 9","0 out of 10"
"2021","140286",KISHWAUKEE COMMUNITY HOSPITAL,"1 KISH HOSPITAL DRIVE",DEKALB,IL,"60115",DeKalb,"0.687","0.000","1.236","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.262","2.129","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.564","1.031","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.515","0.416","5 out of 10","7 out of 9","7 out of 10"
"2021","140288",ADVOCATE GOOD SAMARITAN HOSPITAL,"3815 HIGHLAND AVENUE",DOWNERS GROVE,IL,"60515",DuPage,"0.687","0.000","0.576","1.094","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.507","0.602","3 out of 10","0 out of 9","3 out of 10","2 out of 10","0.754","0.000","1.323","0.921","0 out of 10","3 out of 9","3 out of 10","0.726","0.000","0.000","1.605","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.705","0.254","7 out of 10","6 out of 9","7 out of 10","0.748","0.067","1.535","0.512","4 out of 10","6 out of 9","6 out of 10"
"2021","140289",ANDERSON HOSPITAL,"6800 STATE ROUTE 162",MARYVILLE,IL,"62062",Madison,"0.687","0.000","1.601","1.684","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.156","0.691","1 out of 10","4 out of 9","4 out of 10","7 out of 10","0.754","0.000","0.979","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,"0.511","3 out of 10",Not Available,"3 out of 10","0.763","0.000","0.000","0.917","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.555","0.059","10 out of 10","9 out of 9","10 out of 10"
"2021","140290",ST ALEXIUS MEDICAL CENTER,"1555 N BARRINGTON RD",HOFFMAN ESTATES,IL,"60169",Cook,"0.687","0.000","0.756","0.542","2 out of 10","2 out of 9","2 out of 10","0.774","0.000","1.231","1.077","0 out of 10","1 out of 9","1 out of 10","2 out of 10","0.754","0.000","0.259","0.849","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.000","0.339","5 out of 10","0 out of 9","5 out of 10","0.763","0.000","0.000","0.243","7 out of 10","0 out of 9","7 out of 10","0.748","0.067","0.557","0.427","5 out of 10","2 out of 9","5 out of 10"
"2021","140291",ADVOCATE GOOD SHEPHERD HOSPITAL,"450 WEST HIGHWAY 22",BARRINGTON,IL,"60010",Lake,"0.687","0.000","1.040","0.659","1 out of 10","3 out of 9","3 out of 10","0.774","0.000","1.108","1.074","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0.754","0.000","0.678","0.927","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.763","0.000","0.000","1.128","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.177","0.324","6 out of 10","7 out of 9","7 out of 10"
"2021","140292",ADVENTIST GLENOAKS,"701 WINTHROP AVENUE",GLENDALE HEIGHTS,IL,"60139",DuPage,"0.687","0.000","0.739","0.810","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.491","0.000","10 out of 10","9 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.961","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.409","0.316","6 out of 10","2 out of 9","6 out of 10"
"2021","140294",CROSSROADS COMMUNITY HOSPITAL,"8 DOCTORS PARK RD",MOUNT VERNON,IL,"62864",Jefferson,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067",Not Available,"1.376","0 out of 10",Not Available,"0 out of 10"
"2021","140304",ADVENTIST BOLINGBROOK HOSPITAL,"500 REMINGTON BOULEVARD",BOLINGBROOK,IL,"60440",Will,"0.687","0.000","0.488","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","1.956","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.754","0.000","0.812","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.791","0.579","3 out of 10","2 out of 9","3 out of 10"
"2021","140307",MEMORIAL HOSPITAL EAST,"1404 CROSS STREET",SHILOH,IL,"62269",Saint Clair,"0.687","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.600",Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.221","0.463","4 out of 10","6 out of 9","6 out of 10"
"2021","150001",JOHNSON MEMORIAL HOSPITAL,"1125 W JEFFERSON ST",FRANKLIN,IN,"46131",Johnson,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.243","0.764","0 out of 10","0 out of 9","0 out of 10"
"2021","150002",METHODIST HOSPITALS INC,"600 GRANT ST",GARY,IN,"46402",Lake,"0.687","0.000","1.292","0.682","1 out of 10","4 out of 9","4 out of 10","0.774","0.000","0.572","0.338","6 out of 10","4 out of 9","6 out of 10","1 out of 10","0.754","0.000","1.251","1.018","0 out of 10","1 out of 9","1 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.486","0.428","4 out of 10","1 out of 9","4 out of 10","0.748","0.067","0.561","0.687","1 out of 10","0 out of 9","1 out of 10"
"2021","150004",FRANCISCAN HEALTH HAMMOND,"5454 HOHMAN AVE",HAMMOND,IN,"46320",Lake,"0.687","0.000","1.931","2.997","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.586","2.530","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","2.024",Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.367","1.682","0 out of 10","0 out of 9","0 out of 10"
"2021","150005",HENDRICKS REGIONAL HEALTH,"1000 E MAIN ST",DANVILLE,IN,"46122",Hendricks,"0.687","0.000",Not Available,"0.445","4 out of 10",Not Available,"4 out of 10","0.774","0.000","0.000","0.406","5 out of 10","0 out of 9","5 out of 10","0 out of 10","0.754","0.000","0.635","1.040","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,"1.202","0 out of 10",Not Available,"0 out of 10","0.763","0.000",Not Available,"0.905","0 out of 10",Not Available,"0 out of 10","0.748","0.067","0.661","1.259","0 out of 10","0 out of 9","0 out of 10"
"2021","150006",LA PORTE HOSPITAL,"1007 LINCOLNWAY",LA PORTE,IN,"46350",LaPorte,"0.687","0.000","1.676","0.791","0 out of 10","5 out of 9","5 out of 10","0.774","0.000",Not Available,"0.823","0 out of 10",Not Available,"0 out of 10","0 out of 10","0.754","0.000",Not Available,"1.942","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.791","0.643","2 out of 10","6 out of 9","6 out of 10"
"2021","150007",COMMUNITY HOWARD REGIONAL HEALTH INC,"3500 S LAFOUNTAIN ST",KOKOMO,IN,"46902",Howard,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0 out of 10","0.754","0.000",Not Available,"0.782","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.748","0.067","1.204","0.202","8 out of 10","8 out of 9","8 out of 10"
"2021","150008",ST CATHERINE HOSPITAL INC,"4321 FIR ST",EAST CHICAGO,IN,"46312",Lake,"0.687","0.000","0.791","0.825","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.957","0.372","5 out of 10","6 out of 9","6 out of 10","0 out of 10","0.754","0.000",Not Available,"0.822","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.655","2 out of 10","0 out of 9","2 out of 10","0.748","0.067","0.599","0.321","6 out of 10","5 out of 9","6 out of 10"
"2021","150009",CLARK MEMORIAL HEALTH,"1220 MISSOURI AVE",JEFFERSONVILLE,IN,"47130",Clark,"0.687","0.000","1.713","0.369","5 out of 10","7 out of 9","7 out of 10","0.774","0.000","0.437","1.742","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0.754","0.000","0.000","0.634","2 out of 10","0 out of 9","2 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","2.132","0.655","2 out of 10","6 out of 9","6 out of 10","0.748","0.067","1.356","1.261","0 out of 10","0 out of 9","0 out of 10"
"2021","150010",ST VINCENT KOKOMO,"1907 W SYCAMORE ST",KOKOMO,IN,"46904",Howard,"0.687","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.774","0.000","0.000","0.805","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.239","0.681","1 out of 10","4 out of 9","4 out of 10"
"2021","150011",MARION GENERAL HOSPITAL,"441 N WABASH AVE",MARION,IN,"46952",Grant,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.568","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.754","0.000","0.767","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.929","0.520","4 out of 10","4 out of 9","4 out of 10"
"2021","150012",SAINT JOSEPH REGIONAL MEDICAL CENTER,"5215 HOLY CROSS PKWY",MISHAWAKA,IN,"46545",St Joseph,"0.687","0.000","0.529","0.534","3 out of 10","0 out of 9","3 out of 10","0.774","0.000","0.613","0.322","6 out of 10","4 out of 9","6 out of 10","3 out of 10","0.754","0.000","0.499","0.433","4 out of 10","1 out of 9","4 out of 10","0.726","0.000",Not Available,"0.905","0 out of 10",Not Available,"0 out of 10","0.763","0.000","0.612","1.179","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.670","0.442","5 out of 10","3 out of 9","5 out of 10"
"2021","150015",FRANCISCAN HEALTH MICHIGAN CITY,"3500 FRANCISCAN WAY",MICHIGAN CITY,IN,"46360",LaPorte,"0.687","0.000","1.822","0.328","5 out of 10","8 out of 9","8 out of 10","0.774","0.000","0.706","1.582","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0.754","0.000","0.560","1.554","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.641","1.314","0 out of 10","2 out of 9","2 out of 10"
"2021","150017",LUTHERAN HOSPITAL OF INDIANA,"7950 W JEFFERSON BLVD",FORT WAYNE,IN,"46804",Allen,"0.687","0.000","0.587","0.306","5 out of 10","4 out of 9","5 out of 10","0.774","0.000","1.700","0.678","2 out of 10","6 out of 9","6 out of 10","0 out of 10","0.754","0.000","0.648","1.069","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.494","0.360","5 out of 10","2 out of 9","5 out of 10","0.748","0.067","0.960","0.593","3 out of 10","4 out of 9","4 out of 10"
"2021","150018",ELKHART GENERAL HOSPITAL,"600 E BLVD",ELKHART,IN,"46514",Elkhart,"0.687","0.000","0.277","0.546","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","0.000","0.926","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0.754","0.000","0.391","0.337","5 out of 10","1 out of 9","5 out of 10","0.726","0.000",Not Available,"0.969","0 out of 10",Not Available,"0 out of 10","0.763","0.000","1.411","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.719","0.358","6 out of 10","5 out of 9","6 out of 10"
"2021","150021",PARKVIEW REGIONAL MEDICAL CENTER,"11109 PARKVIEW PLAZA DRIVE",FORT WAYNE,IN,"46845",Allen,"0.687","0.000","0.396","0.485","3 out of 10","0 out of 9","3 out of 10","0.774","0.000","0.840","0.570","3 out of 10","3 out of 9","3 out of 10","4 out of 10","0.754","0.000","0.919","0.402","5 out of 10","5 out of 9","5 out of 10","0.726","0.000","1.853","2.237","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.394","0.554","3 out of 10","0 out of 9","3 out of 10","0.748","0.067","1.093","0.849","0 out of 10","2 out of 9","2 out of 10"
"2021","150022",FRANCISCAN HEALTH CRAWFORDSVILLE,"1710 LAFAYETTE RD",CRAWFORDSVILLE,IN,"47933",Montgomery,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.193","0.362","6 out of 10","7 out of 9","7 out of 10"
"2021","150023",UNION HOSPITAL INC,"1606 N SEVENTH ST",TERRE HAUTE,IN,"47804",Vigo,"0.687","0.000","0.726","0.860","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.556","0.250","7 out of 10","5 out of 9","7 out of 10","1 out of 10","0.754","0.000","0.309","0.701","1 out of 10","0 out of 9","1 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.304","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.809","0.526","3 out of 10","3 out of 9","3 out of 10"
"2021","150024",ESKENAZI HEALTH,"720 ESKENAZI AVENUE",INDIANAPOLIS,IN,"46202",Marion,"0.687","0.000","1.032","0.779","0 out of 10","2 out of 9","2 out of 10","0.774","0.000","0.645","0.358","5 out of 10","4 out of 9","5 out of 10","1 out of 10","0.754","0.000","1.683","1.350","0 out of 10","1 out of 9","1 out of 10","0.726","0.000",Not Available,"4.386","0 out of 10",Not Available,"0 out of 10","0.763","0.000","2.169","1.120","0 out of 10","4 out of 9","4 out of 10","0.748","0.067","0.967","0.664","2 out of 10","3 out of 9","3 out of 10"
"2021","150026",GOSHEN GENERAL HOSPITAL,"200 HIGH PARK AVE",GOSHEN,IN,"46526",Elkhart,"0.687","0.000","0.000","0.513","3 out of 10","0 out of 9","3 out of 10","0.774","0.000","0.339","0.896","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.754","0.000","2.046","1.684","0 out of 10","1 out of 9","1 out of 10","0.726","0.000","0.790","4.516","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.915","0.766","0 out of 10","1 out of 9","1 out of 10","0.748","0.067","1.605","0.586","3 out of 10","6 out of 9","6 out of 10"
"2021","150030",HENRY COUNTY MEMORIAL HOSPITAL,"1000 N 16TH ST",NEW CASTLE,IN,"47362",Henry,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.584","0.252","7 out of 10","6 out of 9","7 out of 10"
"2021","150034",ST MARY MEDICAL CENTER INC,"1500 S LAKE PARK AVE",HOBART,IN,"46342",Lake,"0.687","0.000","0.872","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.381","0.329","6 out of 10","1 out of 9","6 out of 10","3 out of 10","0.754","0.000","0.431","1.179","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.763","0.000","0.790","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","1.166","0.594","3 out of 10","5 out of 9","5 out of 10"
"2021","150035",PORTER REGIONAL HOSPITAL,"85 EAST US HWY 6",VALPARAISO,IN,"46383",Porter,"0.687","0.000","0.685","0.616","1 out of 10","1 out of 9","1 out of 10","0.774","0.000","0.626","0.683","2 out of 10","0 out of 9","2 out of 10","6 out of 10","0.754","0.000","0.412","0.327","6 out of 10","2 out of 9","6 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.351","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.701","0.633","2 out of 10","1 out of 9","2 out of 10"
"2021","150037",HANCOCK REGIONAL HOSPITAL,"801 N STATE ST",GREENFIELD,IN,"46140",Hancock,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"4 out of 10","0.754","0.000","1.759","0.967","0 out of 10","4 out of 9","4 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.585","0.083","9 out of 10","9 out of 9","9 out of 10"
