"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Communication with Nurses Floor","Communication with Nurses Achievement Threshold","Communication with Nurses Benchmark","Communication with Nurses Baseline Rate","Communication with Nurses Performance Rate","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Floor","Communication with Doctors Achievement Threshold","Communication with Doctors Benchmark","Communication with Doctors Baseline Rate","Communication with Doctors Performance Rate","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Floor","Responsiveness of Hospital Staff Achievement Threshold","Responsiveness of Hospital Staff Benchmark","Responsiveness of Hospital Staff Baseline Rate","Responsiveness of Hospital Staff Performance Rate","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Care Transition Floor","Care Transition Achievement Threshold","Care Transition Benchmark","Care Transition Baseline Rate","Care Transition Performance Rate","Care Transition Achievement Points","Care Transition Improvement Points","Care Transition Dimension Score","Communication About Medicines Floor","Communication About Medicines Achievement Threshold","Communication About Medicines Benchmark","Communication About Medicines Baseline Rate","Communication About Medicines Performance Rate","Communication About Medicines Achievement Points","Communication About Medicines Improvement Points","Communication About Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Floor","Cleanliness and Quietness of Hospital Environment Achievement Threshold","Cleanliness and Quietness of Hospital Environment Benchmark","Cleanliness and Quietness of Hospital Environment Baseline Rate","Cleanliness and Quietness of Hospital Environment Performance Rate","Cleanliness and Quietness of Hospital Environment Achievement Points","Cleanliness and Quietness of Hospital Environment Improvement Points","Cleanliness and Quietness of Hospital Environment Dimension Score","Discharge Information Floor","Discharge Information Achievement Threshold","Discharge Information Benchmark","Discharge Information Baseline Rate","Discharge Information Performance Rate","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Floor","Overall Rating of Hospital Achievement Threshold","Overall Rating of Hospital Benchmark","Overall Rating of Hospital Baseline Rate","Overall Rating of Hospital Performance Rate","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
"2021","140233",SAINT ANTHONY MEDICAL CENTER,"5666 EAST STATE STREET",ROCKFORD,IL,"61108",Winnebago,"42.06","79.06","87.36","77.81","78.8660","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","78.58","78.7200","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","55.64","52.6356","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.83","51.8959","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","58.89","61.3405","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","56.03","64.1284","0 out of 10","3 out of 9","3 out of 10","66.94","87.38","92.17","86.05","87.3910","1 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","67.05","72.8104","1 out of 10","3 out of 9","3 out of 10","11","11"
"2021","140234",ILLINOIS VALLEY COMMUNITY HOSPITAL,"925 WEST ST",PERU,IL,"61354",La Salle,"42.06","79.06","87.36","84.70","84.8418","7 out of 10","0 out of 9","7 out of 10","41.99","79.91","88.10","86.29","82.8051","4 out of 10","0 out of 9","4 out of 10","33.89","65.77","81.00","79.49","73.9346","5 out of 10","0 out of 9","5 out of 10","6.53","51.87","63.32","60.34","59.0129","6 out of 10","0 out of 9","6 out of 10","33.19","63.83","74.75","67.22","66.3689","3 out of 10","0 out of 9","3 out of 10","30.60","65.61","79.58","70.62","66.5087","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","89.53","88.1775","2 out of 10","0 out of 9","2 out of 10","34.70","71.80","85.67","75.40","77.2634","4 out of 10","1 out of 9","4 out of 10","32","20"
"2021","140239",MERCYHEALTH HOSPITAL ROCKTON AVENUE,"2400 NORTH ROCKTON AVENUE",ROCKFORD,IL,"61103",Winnebago,"42.06","79.06","87.36","79.22","78.3456","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.19","76.6768","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","62.67","62.9485","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","49.76","50.9629","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.15","60.6543","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","68.18","68.1476","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","85.24","86.3873","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","71.93","70.0976","0 out of 10","0 out of 9","0 out of 10","3","17"
"2021","140242",CENTRAL DUPAGE HOSPITAL,"25 NORTH WINFIELD ROAD",WINFIELD,IL,"60190",DuPage,"42.06","79.06","87.36","80.65","81.4239","3 out of 10","1 out of 9","3 out of 10","41.99","79.91","88.10","83.40","81.7067","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","64.39","60.9813","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","58.46","58.1034","5 out of 10","0 out of 9","5 out of 10","33.19","63.83","74.75","65.34","66.7726","3 out of 10","1 out of 9","3 out of 10","30.60","65.61","79.58","70.22","70.6294","4 out of 10","0 out of 9","4 out of 10","66.94","87.38","92.17","89.84","87.5905","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","83.61","82.9516","8 out of 10","0 out of 9","8 out of 10","26","16"
"2021","140250",ADVOCATE SOUTH SUBURBAN HOSPITAL,"17800 S KEDZIE AVE",HAZEL CREST,IL,"60429",Cook,"42.06","79.06","87.36","76.69","77.0454","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.15","74.0342","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","59.66","64.2274","0 out of 10","2 out of 9","2 out of 10","6.53","51.87","63.32","45.67","51.2410","0 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","61.55","61.3132","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","55.34","57.6245","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.81","83.0700","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","61.67","62.1000","0 out of 10","0 out of 9","0 out of 10","5","14"
"2021","140252",NORTHWEST COMMUNITY HOSPITAL 1,"800 W CENTRAL ROAD",ARLINGTON HEIGHTS,IL,"60005",Cook,"42.06","79.06","87.36","76.90","79.4369","1 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","78.68","78.5185","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.28","67.0552","1 out of 10","2 out of 9","2 out of 10","6.53","51.87","63.32","50.83","51.4399","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","58.56","61.7457","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","64.07","66.1639","1 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","85.44","85.3630","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.30","73.9594","2 out of 10","0 out of 9","2 out of 10","8","18"
"2021","140258",ALEXIAN BROTHERS MEDICAL CENTER 1,"800 W BIESTERFIELD RD",ELK GROVE VILLAGE,IL,"60007",Cook,"42.06","79.06","87.36","76.48","75.7411","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.15","74.9920","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","64.53","59.3679","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","51.97","45.8794","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.22","56.8970","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.37","63.9299","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.74","85.8860","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.72","64.3187","0 out of 10","0 out of 9","0 out of 10","0","15"
"2021","140275",GENESIS HEALTH SYSTEM,"801 ILLINI DR",SILVIS,IL,"61282",Rock Island,"42.06","79.06","87.36","73.74","75.3969","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","72.05","77.3443","0 out of 10","3 out of 9","3 out of 10","33.89","65.77","81.00","57.20","60.8313","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","47.11","46.0508","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.16","58.0732","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","60.66","63.2413","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","85.79","86.9285","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","62.33","66.5444","0 out of 10","1 out of 9","1 out of 10","8","16"
"2021","140276",LOYOLA UNIVERSITY MEDICAL CENTER,"2160 S 1ST AVENUE",MAYWOOD,IL,"60153",Cook,"42.06","79.06","87.36","79.61","78.6509","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","79.65","79.0685","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","66.86","66.7029","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","53.77","53.5125","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","62.74","62.2215","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","57.11","55.6692","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.90","87.2428","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.83","69.6981","0 out of 10","0 out of 9","0 out of 10","3","14"
"2021","140280",TRINITY ROCK ISLAND,"2701 17TH ST",ROCK ISLAND,IL,"61201",Rock Island,"42.06","79.06","87.36","75.52","78.5244","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","77.00","76.8880","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","53.21","56.7419","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","45.71","48.3689","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","54.99","61.0799","0 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","57.51","62.5516","0 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","89.40","89.4733","4 out of 10","0 out of 9","4 out of 10","34.70","71.80","85.67","67.82","71.2932","0 out of 10","1 out of 9","1 out of 10","14","14"
"2021","140281",NORTHWESTERN MEMORIAL HOSPITAL,"251 E HURON ST",CHICAGO,IL,"60611",Cook,"42.06","79.06","87.36","80.15","81.1390","3 out of 10","1 out of 9","3 out of 10","41.99","79.91","88.10","81.71","82.5763","3 out of 10","1 out of 9","3 out of 10","33.89","65.77","81.00","62.03","61.9004","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","53.90","54.2396","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","62.02","62.6733","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","68.83","68.0749","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","83.70","86.1322","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","79.82","80.8078","6 out of 10","1 out of 9","6 out of 10","18","17"
"2021","140286",KISHWAUKEE COMMUNITY HOSPITAL,"1 KISH HOSPITAL DRIVE",DEKALB,IL,"60115",DeKalb,"42.06","79.06","87.36","80.57","81.1606","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","81.74","80.7414","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","64.69","64.8421","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","51.53","50.2569","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.47","61.5322","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.02","64.8032","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.86","90.6365","7 out of 10","7 out of 9","7 out of 10","34.70","71.80","85.67","69.40","73.3530","2 out of 10","2 out of 9","2 out of 10","13","18"
"2021","140288",ADVOCATE GOOD SAMARITAN HOSPITAL,"3815 HIGHLAND AVENUE",DOWNERS GROVE,IL,"60515",DuPage,"42.06","79.06","87.36","83.62","82.1335","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","83.51","83.6260","5 out of 10","0 out of 9","5 out of 10","33.89","65.77","81.00","70.16","64.7572","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","57.38","57.1040","5 out of 10","0 out of 9","5 out of 10","33.19","63.83","74.75","65.74","64.1805","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","72.88","73.6463","6 out of 10","1 out of 9","6 out of 10","66.94","87.38","92.17","90.00","90.3152","6 out of 10","1 out of 9","6 out of 10","34.70","71.80","85.67","76.92","75.4026","3 out of 10","0 out of 9","3 out of 10","30","19"
"2021","140289",ANDERSON HOSPITAL,"6800 STATE ROUTE 162",MARYVILLE,IL,"62062",Madison,"42.06","79.06","87.36","82.73","78.3804","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","84.01","83.5858","5 out of 10","0 out of 9","5 out of 10","33.89","65.77","81.00","70.30","71.5783","4 out of 10","1 out of 9","4 out of 10","6.53","51.87","63.32","57.05","58.3526","6 out of 10","2 out of 9","6 out of 10","33.19","63.83","74.75","68.01","72.2544","7 out of 10","6 out of 9","7 out of 10","30.60","65.61","79.58","66.62","69.7541","3 out of 10","2 out of 9","3 out of 10","66.94","87.38","92.17","89.58","93.0098","10 out of 10","9 out of 9","10 out of 10","34.70","71.80","85.67","76.84","74.7254","2 out of 10","0 out of 9","2 out of 10","37","19"
"2021","140290",ST ALEXIUS MEDICAL CENTER,"1555 N BARRINGTON RD",HOFFMAN ESTATES,IL,"60169",Cook,"42.06","79.06","87.36","76.06","75.8264","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.27","74.4196","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.56","62.8873","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","46.85","49.0907","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","60.45","61.6579","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","62.53","66.3211","1 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","86.88","86.9239","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","69.05","65.7864","0 out of 10","0 out of 9","0 out of 10","3","16"
"2021","140291",ADVOCATE GOOD SHEPHERD HOSPITAL,"450 WEST HIGHWAY 22",BARRINGTON,IL,"60010",Lake,"42.06","79.06","87.36","79.59","83.2271","5 out of 10","4 out of 9","5 out of 10","41.99","79.91","88.10","78.93","80.0125","1 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","60.16","60.0870","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","53.12","53.7164","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","61.52","66.4058","3 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","66.99","71.3133","4 out of 10","3 out of 9","4 out of 10","66.94","87.38","92.17","89.29","91.3639","8 out of 10","7 out of 9","8 out of 10","34.70","71.80","85.67","75.05","76.0343","3 out of 10","0 out of 9","3 out of 10","26","16"
"2021","140292",ADVENTIST GLENOAKS,"701 WINTHROP AVENUE",GLENDALE HEIGHTS,IL,"60139",DuPage,"42.06","79.06","87.36","74.96","74.9808","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","69.32","72.4853","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","64.08","60.5313","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.02","48.1063","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","58.09","58.5714","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.82","62.9427","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.30","82.8305","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","58.58","60.1434","0 out of 10","0 out of 9","0 out of 10","1","13"
"2021","140294",CROSSROADS COMMUNITY HOSPITAL,"8 DOCTORS PARK RD",MOUNT VERNON,IL,"62864",Jefferson,"42.06","79.06","87.36","81.40","84.5430","6 out of 10","5 out of 9","6 out of 10","41.99","79.91","88.10","82.10","82.2546","3 out of 10","0 out of 9","3 out of 10","33.89","65.77","81.00","73.28","69.8624","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","60.18","55.0852","3 out of 10","0 out of 9","3 out of 10","33.19","63.83","74.75","65.43","66.0346","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","71.05","68.1077","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","93.13","87.5358","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","76.93","74.0481","2 out of 10","0 out of 9","2 out of 10","22","20"
"2021","140304",ADVENTIST BOLINGBROOK HOSPITAL,"500 REMINGTON BOULEVARD",BOLINGBROOK,IL,"60440",Will,"42.06","79.06","87.36","78.36","77.0702","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","79.74","75.1821","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","60.03","59.5551","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.42","46.7198","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.42","59.8464","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","71.04","72.0421","5 out of 10","1 out of 9","5 out of 10","66.94","87.38","92.17","86.35","83.8224","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","67.77","67.2050","0 out of 10","0 out of 9","0 out of 10","5","16"
"2021","140307",MEMORIAL HOSPITAL EAST,"1404 CROSS STREET",SHILOH,IL,"62269",Saint Clair,"42.06","79.06","87.36","84.08","82.3945","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","82.64","78.9557","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","69.65","70.6994","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","61.64","59.5009","6 out of 10","0 out of 9","6 out of 10","33.19","63.83","74.75","69.57","70.3188","6 out of 10","1 out of 9","6 out of 10","30.60","65.61","79.58","75.50","72.2860","5 out of 10","0 out of 9","5 out of 10","66.94","87.38","92.17","91.87","91.8530","9 out of 10","0 out of 9","9 out of 10","34.70","71.80","85.67","81.91","81.4143","7 out of 10","0 out of 9","7 out of 10","40","19"
"2021","150001",JOHNSON MEMORIAL HOSPITAL,"1125 W JEFFERSON ST",FRANKLIN,IN,"46131",Johnson,"42.06","79.06","87.36","78.28","83.6517","5 out of 10","5 out of 9","5 out of 10","41.99","79.91","88.10","79.48","83.5561","5 out of 10","4 out of 9","5 out of 10","33.89","65.77","81.00","73.50","73.9759","5 out of 10","0 out of 9","5 out of 10","6.53","51.87","63.32","54.23","56.7827","4 out of 10","2 out of 9","4 out of 10","33.19","63.83","74.75","64.03","68.6929","5 out of 10","4 out of 9","5 out of 10","30.60","65.61","79.58","70.71","68.8615","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","90.03","90.6733","7 out of 10","2 out of 9","7 out of 10","34.70","71.80","85.67","73.96","78.7897","5 out of 10","4 out of 9","5 out of 10","39","20"
"2021","150002",METHODIST HOSPITALS INC,"600 GRANT ST",GARY,IN,"46402",Lake,"42.06","79.06","87.36","80.83","76.3044","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.03","76.9894","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","64.84","58.5826","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","51.19","44.7984","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","70.31","62.4478","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.66","57.5269","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.03","81.5541","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.02","64.8433","0 out of 10","0 out of 9","0 out of 10","0","14"
"2021","150004",FRANCISCAN HEALTH HAMMOND,"5454 HOHMAN AVE",HAMMOND,IN,"46320",Lake,"42.06","79.06","87.36","74.18","76.7493","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","71.70","79.4879","0 out of 10","4 out of 9","4 out of 10","33.89","65.77","81.00","59.87","56.7152","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","44.43","48.5710","0 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","53.71","60.0523","0 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","68.80","66.7757","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","82.59","81.3503","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","65.73","64.6687","0 out of 10","0 out of 9","0 out of 10","11","14"
"2021","150005",HENDRICKS REGIONAL HEALTH,"1000 E MAIN ST",DANVILLE,IN,"46122",Hendricks,"42.06","79.06","87.36","82.50","82.0411","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","82.28","82.6297","3 out of 10","0 out of 9","3 out of 10","33.89","65.77","81.00","73.03","73.2322","5 out of 10","0 out of 9","5 out of 10","6.53","51.87","63.32","59.68","60.7363","7 out of 10","2 out of 9","7 out of 10","33.19","63.83","74.75","66.42","64.0957","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","74.11","70.5743","4 out of 10","0 out of 9","4 out of 10","66.94","87.38","92.17","92.56","90.4872","6 out of 10","0 out of 9","6 out of 10","34.70","71.80","85.67","82.32","82.9331","8 out of 10","1 out of 9","8 out of 10","38","20"
"2021","150006",LA PORTE HOSPITAL,"1007 LINCOLNWAY",LA PORTE,IN,"46350",LaPorte,"42.06","79.06","87.36","75.59","77.9247","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","74.76","76.6548","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","67.89","66.6438","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","50.13","46.8915","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.12","60.4586","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","56.01","54.4343","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","88.04","85.8069","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","65.01","58.7127","0 out of 10","0 out of 9","0 out of 10","3","12"
"2021","150007",COMMUNITY HOWARD REGIONAL HEALTH INC,"3500 S LAFOUNTAIN ST",KOKOMO,IN,"46902",Howard,"42.06","79.06","87.36","81.47","82.9105","5 out of 10","2 out of 9","5 out of 10","41.99","79.91","88.10","81.70","80.7619","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","69.15","74.2704","6 out of 10","4 out of 9","6 out of 10","6.53","51.87","63.32","52.59","56.0007","4 out of 10","3 out of 9","4 out of 10","33.19","63.83","74.75","59.56","67.2231","3 out of 10","5 out of 9","5 out of 10","30.60","65.61","79.58","65.46","70.9668","4 out of 10","3 out of 9","4 out of 10","66.94","87.38","92.17","87.50","88.1849","2 out of 10","1 out of 9","2 out of 10","34.70","71.80","85.67","72.38","77.4210","4 out of 10","3 out of 9","4 out of 10","31","20"
"2021","150008",ST CATHERINE HOSPITAL INC,"4321 FIR ST",EAST CHICAGO,IN,"46312",Lake,"42.06","79.06","87.36","83.39","81.5739","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","78.08","78.1810","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","70.96","66.3966","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","59.69","57.9892","5 out of 10","0 out of 9","5 out of 10","33.19","63.83","74.75","66.40","66.9804","3 out of 10","0 out of 9","3 out of 10","30.60","65.61","79.58","67.87","66.4822","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","89.07","88.8186","3 out of 10","0 out of 9","3 out of 10","34.70","71.80","85.67","77.34","75.4348","3 out of 10","0 out of 9","3 out of 10","19","19"
"2021","150009",CLARK MEMORIAL HEALTH,"1220 MISSOURI AVE",JEFFERSONVILLE,IN,"47130",Clark,"42.06","79.06","87.36","75.36","71.1824","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.18","75.3045","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","59.92","54.1958","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.96","44.6484","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","57.09","51.9590","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","61.38","54.7611","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.85","84.9415","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.48","55.5932","0 out of 10","0 out of 9","0 out of 10","0","11"
